titulo_oferta,empresa,ciudad,salario_raw,fecha_raw,modalidad_raw,descripcion_raw,url_oferta,fuente,fecha_publicacion,salario_usd,categoria_rol,clave_deduplicacion
"Agente inmobiliario con experiencia - GlobalHaus Aurora GlobalHaus Sede Aurora ¿Buscas crecer profesionalmente en el sector inmobiliario? En Globalhaus buscamos Agentes Inmobiliarios con experiencia, orientados a resultados, con habilidades comerciales y vocación de servicio para formar parte de nuestro equipo. Perfil del candidato * Experiencia en ventas, atención al cliente... Tiempo Completo DAULE, Guayas • 18/06/2026 $2.000,00 / Mensual",,Guayas,"$2.000,00",18/06/2026,Tiempo Completo,"Agente inmobiliario con experiencia - GlobalHaus Aurora GlobalHaus Sede Aurora ¿Buscas crecer profesionalmente en el sector inmobiliario? En Globalhaus buscamos Agentes Inmobiliarios con experiencia, orientados a resultados, con habilidades comerciales y vocación de servicio para formar parte de nuestro equipo. Perfil del candidato * Experiencia en ventas, atención al cliente... Tiempo Completo DAULE, Guayas • 18/06/2026 $2.000,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3054606/agente-inmobiliario-con-experiencia-globalhaus-aurora-en-guayas,trabajosdiarios,2026-06-18,2000.0,Data / BI,"agente inmobiliario con experiencia - globalhaus aurora globalhaus sede aurora ¿buscas crecer profesionalmente en el sector inmobiliario? en globalhaus buscamos agentes inmobiliarios con experiencia, orientados a resultados, con habilidades comerciales y vocación de servicio para formar parte de nuestro equipo. perfil del candidato * experiencia en ventas, atención al cliente... tiempo completo daule, guayas • 18/06/2026 $2.000,00 / mensual||guayas|trabajosdiarios"
"Ingeniero de Energía (Energy Engineer) LESCOR S.A. Buscamos un Ingeniero de Energía proactivo y orientado a resultados para unirse a nuestro equipo de operaciones en Ecuador, con base en Guayaquil o Quito. En este puesto, será responsable de la puesta en marcha, el dimensionamiento, la operación y... Tiempo Completo Quito, Pichincha • 15/06/2026 $1.200,00 / Mensual",,Ecuador,"$1.200,00",15/06/2026,Tiempo Completo,"Ingeniero de Energía (Energy Engineer) LESCOR S.A. Buscamos un Ingeniero de Energía proactivo y orientado a resultados para unirse a nuestro equipo de operaciones en Ecuador, con base en Guayaquil o Quito. En este puesto, será responsable de la puesta en marcha, el dimensionamiento, la operación y... Tiempo Completo Quito, Pichincha • 15/06/2026 $1.200,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3052702/ingeniero-de-energia-energy-engineer-en-pichincha,trabajosdiarios,2026-06-15,1200.0,Desarrollo de Software,"ingeniero de energía (energy engineer) lescor s.a. buscamos un ingeniero de energía proactivo y orientado a resultados para unirse a nuestro equipo de operaciones en ecuador, con base en guayaquil o quito. en este puesto, será responsable de la puesta en marcha, el dimensionamiento, la operación y... tiempo completo quito, pichincha • 15/06/2026 $1.200,00 / mensual||ecuador|trabajosdiarios"
"Desarrollador de Nuevos Negocios CFO BUSINESS CONSULTING Importante firma financiera buscar incorporar a su staff un: Desarrollador de Negocios Este es un puesto muy demandante ya que implica el cumplimiento de dos resultados muy importantes • Consolidación de una cartera de clientes estratégicos y fidelizados. • Cuota... Tiempo Completo Quito, Pichincha • 05/06/2026 $500,00 / Mensual",,Quito,"$500,00",05/06/2026,Tiempo Completo,"Desarrollador de Nuevos Negocios CFO BUSINESS CONSULTING Importante firma financiera buscar incorporar a su staff un: Desarrollador de Negocios Este es un puesto muy demandante ya que implica el cumplimiento de dos resultados muy importantes • Consolidación de una cartera de clientes estratégicos y fidelizados. • Cuota... Tiempo Completo Quito, Pichincha • 05/06/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3049158/desarrollador-de-nuevos-negocios-en-pichincha,trabajosdiarios,2026-06-05,500.0,Desarrollo de Software,"desarrollador de nuevos negocios cfo business consulting importante firma financiera buscar incorporar a su staff un: desarrollador de negocios este es un puesto muy demandante ya que implica el cumplimiento de dos resultados muy importantes • consolidación de una cartera de clientes estratégicos y fidelizados. • cuota... tiempo completo quito, pichincha • 05/06/2026 $500,00 / mensual||quito|trabajosdiarios"
"Electrico programador SURGALARE Programación de PLC y HMI Gestión de Variadores de Velocidad Mantenimiento de Sistemas de Control Distribuido Calibración de Instrumentación Análisis de Fallas Control de Tensión y Velocidad Automatización de Bobinado Sistema de Visión Artificial para Detección de Roturas Optimización Térmica... Tiempo Completo DURAN, Guayas • 02/06/2026 $800,00 / Mensual",,DURAN,"$800,00",02/06/2026,Tiempo Completo,"Electrico programador SURGALARE Programación de PLC y HMI Gestión de Variadores de Velocidad Mantenimiento de Sistemas de Control Distribuido Calibración de Instrumentación Análisis de Fallas Control de Tensión y Velocidad Automatización de Bobinado Sistema de Visión Artificial para Detección de Roturas Optimización Térmica... Tiempo Completo DURAN, Guayas • 02/06/2026 $800,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3047445/electrico-programador-en-guayas,trabajosdiarios,2026-06-02,800.0,Data / BI,"electrico programador surgalare programación de plc y hmi gestión de variadores de velocidad mantenimiento de sistemas de control distribuido calibración de instrumentación análisis de fallas control de tensión y velocidad automatización de bobinado sistema de visión artificial para detección de roturas optimización térmica... tiempo completo duran, guayas • 02/06/2026 $800,00 / mensual||duran|trabajosdiarios"
"Bordador con experiencia LEICOSS Se requiere BORDADOR con experiencia para empresa textil dedicada a la confección y distribución de ropa infantil al por mayor. Buscamos una persona responsable, detallista y comprometida, con conocimientos en manejo de máquinas de bordado industrial y dominio del programa... Tiempo Completo Quito, Pichincha • 26/05/2026 $450,00 / Mensual",,Quito,"$450,00",26/05/2026,Tiempo Completo,"Bordador con experiencia LEICOSS Se requiere BORDADOR con experiencia para empresa textil dedicada a la confección y distribución de ropa infantil al por mayor. Buscamos una persona responsable, detallista y comprometida, con conocimientos en manejo de máquinas de bordado industrial y dominio del programa... Tiempo Completo Quito, Pichincha • 26/05/2026 $450,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3044680/bordador-con-experiencia-en-pichincha,trabajosdiarios,2026-05-26,450.0,Otros,"bordador con experiencia leicoss se requiere bordador con experiencia para empresa textil dedicada a la confección y distribución de ropa infantil al por mayor. buscamos una persona responsable, detallista y comprometida, con conocimientos en manejo de máquinas de bordado industrial y dominio del programa... tiempo completo quito, pichincha • 26/05/2026 $450,00 / mensual||quito|trabajosdiarios"
"Bordador TA DESIGNS Bordador y Programador con experiencia de al menos 2 años, bordadoras de varios cabezales y manejo completo del equipo. Trabajo estable con afiliación al seguro iess y derechos de ley, jornada diurna. Tiempo Completo Quito, Pichincha • 26/05/2026",,Quito,,26/05/2026,Tiempo Completo,"Bordador TA DESIGNS Bordador y Programador con experiencia de al menos 2 años, bordadoras de varios cabezales y manejo completo del equipo. Trabajo estable con afiliación al seguro iess y derechos de ley, jornada diurna. Tiempo Completo Quito, Pichincha • 26/05/2026",https://ec.trabajosdiarios.com/trabajo/3044630/bordador-en-pichincha,trabajosdiarios,2026-05-26,,Desarrollo de Software,"bordador ta designs bordador y programador con experiencia de al menos 2 años, bordadoras de varios cabezales y manejo completo del equipo. trabajo estable con afiliación al seguro iess y derechos de ley, jornada diurna. tiempo completo quito, pichincha • 26/05/2026||quito|trabajosdiarios"
"Supervisor de Obra SATMEC SOLICITUD DE SERVICIOS PROFESIONALES INGENIERA CIVIL – SUPERVISIÓN DE OBRA Empresa del sector industrial ubicada en Guayaquil busca contratar los servicios de una Ingeniero o Ingeniera Civil titulado y habilitada para la supervisión de un proyecto de rehabilitación Por Contrato Guayaquil, Guayas • 01/07/2026",,Guayaquil,,01/07/2026,Por Contrato,"Premium Supervisor de Obra SATMEC SOLICITUD DE SERVICIOS PROFESIONALES INGENIERA CIVIL – SUPERVISIÓN DE OBRA Empresa del sector industrial ubicada en Guayaquil busca contratar los servicios de una Ingeniero o Ingeniera Civil titulado y habilitada para la supervisión de un proyecto de rehabilitación Por Contrato Guayaquil, Guayas • 01/07/2026",https://ec.trabajosdiarios.com/trabajo/3046133/supervisor-de-obra-en-guayas,trabajosdiarios,2026-07-01,,Data / BI,"supervisor de obra satmec solicitud de servicios profesionales ingeniera civil – supervisión de obra empresa del sector industrial ubicada en guayaquil busca contratar los servicios de una ingeniero o ingeniera civil titulado y habilitada para la supervisión de un proyecto de rehabilitación por contrato guayaquil, guayas • 01/07/2026||guayaquil|trabajosdiarios"
"Operador CORP UNION Y PROGRESO Enfoque en la gestión de altos volúmenes de llamadas telefónicas (entrantes y salientes) y mensajes digitales desde centros de contacto. Funciones clave: Realizar telemercadeo, gestionar encuestas, agendar citas y ejecutar soporte técnico básico bajo métricas de tiempo Tiempo Completo Sin experiencia Quito, Pichincha • 30/06/2026 $482,00 / Mensual",,Quito,"$482,00",30/06/2026,Tiempo Completo,"Premium Operador CORP UNION Y PROGRESO Enfoque en la gestión de altos volúmenes de llamadas telefónicas (entrantes y salientes) y mensajes digitales desde centros de contacto. Funciones clave: Realizar telemercadeo, gestionar encuestas, agendar citas y ejecutar soporte técnico básico bajo métricas de tiempo Tiempo Completo Sin experiencia Quito, Pichincha • 30/06/2026 $482,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3058643/operador-en-pichincha,trabajosdiarios,2026-06-30,482.0,Soporte Técnico,"operador corp union y progreso enfoque en la gestión de altos volúmenes de llamadas telefónicas (entrantes y salientes) y mensajes digitales desde centros de contacto. funciones clave: realizar telemercadeo, gestionar encuestas, agendar citas y ejecutar soporte técnico básico bajo métricas de tiempo tiempo completo sin experiencia quito, pichincha • 30/06/2026 $482,00 / mensual||quito|trabajosdiarios"
"Médicos Generales ALFAMED VITAL MÉDICO GENERAL ATENCIÓN MÉDICA DOMICILIARIA Importante empresa dedicada a la prestación de servicios de atención médica a domicilio se encuentra en la búsqueda de Médicos Generales comprometidos con la excelencia, la calidad asistencial y el trato humanizado, para form Por Contrato Quito, Pichincha • 30/06/2026 $200,00 / Semanal",,Quito,"$200,00",30/06/2026,Por Contrato,"Premium Médicos Generales ALFAMED VITAL MÉDICO GENERAL ATENCIÓN MÉDICA DOMICILIARIA Importante empresa dedicada a la prestación de servicios de atención médica a domicilio se encuentra en la búsqueda de Médicos Generales comprometidos con la excelencia, la calidad asistencial y el trato humanizado, para form Por Contrato Quito, Pichincha • 30/06/2026 $200,00 / Semanal",https://ec.trabajosdiarios.com/trabajo/3058286/medicos-generales-en-pichincha,trabajosdiarios,2026-06-30,200.0,QA / Testing,"médicos generales alfamed vital médico general atención médica domiciliaria importante empresa dedicada a la prestación de servicios de atención médica a domicilio se encuentra en la búsqueda de médicos generales comprometidos con la excelencia, la calidad asistencial y el trato humanizado, para form por contrato quito, pichincha • 30/06/2026 $200,00 / semanal||quito|trabajosdiarios"
"Vendedor CORP UNION Y PROGRESO ¿Te apasionan las ventas y los resultados? Buscamos personas con actitud, ambición y enfoque en el cliente para formar parte de nuestro equipo comercial. Funciones principales: * Contactar y asesorar a clientes potenciales. * Identificar necesidades y ofrecer so Tiempo Completo Sin experiencia Quito, Pichincha • 30/06/2026 $482,00 / Mensual",,Quito,"$482,00",30/06/2026,Tiempo Completo,"Premium Vendedor CORP UNION Y PROGRESO ¿Te apasionan las ventas y los resultados? Buscamos personas con actitud, ambición y enfoque en el cliente para formar parte de nuestro equipo comercial. Funciones principales: * Contactar y asesorar a clientes potenciales. * Identificar necesidades y ofrecer so Tiempo Completo Sin experiencia Quito, Pichincha • 30/06/2026 $482,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3057085/vendedor-en-pichincha,trabajosdiarios,2026-06-30,482.0,Data / BI,"vendedor corp union y progreso ¿te apasionan las ventas y los resultados? buscamos personas con actitud, ambición y enfoque en el cliente para formar parte de nuestro equipo comercial. funciones principales: * contactar y asesorar a clientes potenciales. * identificar necesidades y ofrecer so tiempo completo sin experiencia quito, pichincha • 30/06/2026 $482,00 / mensual||quito|trabajosdiarios"
"Agente financiero CORP UNION Y PROGRESO Buscamos un Analista de Crédito responsable de evaluar solicitudes de financiamiento, verificar documentación, analizar la capacidad de pago de los clientes y emitir recomendaciones de aprobación o rechazo de créditos. Se requiere capacidad analítica, atención al detall Por Contrato Sin experiencia Quito, Pichincha • 30/06/2026 $600,00 / Mensual",,Quito,"$600,00",30/06/2026,Por Contrato,"Premium Agente financiero CORP UNION Y PROGRESO Buscamos un Analista de Crédito responsable de evaluar solicitudes de financiamiento, verificar documentación, analizar la capacidad de pago de los clientes y emitir recomendaciones de aprobación o rechazo de créditos. Se requiere capacidad analítica, atención al detall Por Contrato Sin experiencia Quito, Pichincha • 30/06/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3056879/agente-financiero-en-pichincha,trabajosdiarios,2026-06-30,600.0,Otros,"agente financiero corp union y progreso buscamos un analista de crédito responsable de evaluar solicitudes de financiamiento, verificar documentación, analizar la capacidad de pago de los clientes y emitir recomendaciones de aprobación o rechazo de créditos. se requiere capacidad analítica, atención al detall por contrato sin experiencia quito, pichincha • 30/06/2026 $600,00 / mensual||quito|trabajosdiarios"
DESARROLLADORES DE SOFTWARE,,Guayaquil,"700 A 900 Oferta destacada Técnico especialista en inyección diésel. Ubicación: Guayaquil | Provincia: Guayas Buscamos: Técnico especialista en inyección diésel para integrarse a nuestro laboratorio. Requisitos clave: Experiencia comprobable en reparación de inyectores electrónicos y sistemas Common Rail. Manejo... Publicación: 07/05/2026 - Salario: ---------- Oferta destacada AUXILIAR DE MANTENIMIENTO DE MAQUINAS Ubicación: Samborondon | Provincia: Guayas Auxiliar de Mantenimiento Técnico Si tienes experiencia en máquinas de gimnasio, electricidad o mantenimiento técnico, esta es tu oportunidad de formar parte de uno de... Publicación: 08/04/2026 - Salario: ---------- Empleos Destacados RECEPCIONISTA. VENDEDOR LINEA HOSPITALARIA Asistente de Cobranzas y Control de Cartera Conductor con LICENCIA TIPO E Coordinador Administrativo y Compras Top Provincias Empleos Azuay Empleos Chimborazo Empleos Guayas Empleos Pichincha Empleos Tungurahua Top Búsquedas Empleos sin experiencia Empleos medio tiempo Empleos asistente Empleos ventas Empleos call center Enlaces de Interés Buscar Empleos Recibir Empleos en Tu Email Términos de Uso Denunciar oferta de empleo OFERTAS DE EMPLEO DESTACADAS Oferta destacada Administrador de Supermercado (Quito) Ubicación: Quito - Centro Norte De La Ciudad | Provincia : Pichincha 🛒 ¡Lidera la Excelencia Operativa en el Sector Retail! – Administrador de Supermercado (Quito) ¿Eres un experto en la gestión integral de retail, apasionado por... Publicación: 30/06/2026 - Salario: ---------- Oferta destacada RECEPCIONISTA. Ubicación: Escobedo 837 Y Junin | Provincia : Guayas Atencion al cliente, en recepcion y entrega de equipos electronicos. Manejo de publicaciones y videos en redes sociales del giro del negocio. demas tareas propias... Publicación: 01/07/2026 - Salario: ---------- Oferta destacada VENDEDOR LINEA HOSPITALARIA Ubicación: Guayaquil | Provincia : Guayas Empresa en expansión de servicios de Alimentación Nutricional para pacientes en Hospitalización, requiere contratar los servicios de persona proactiva, dinámica con facilidad de palabra y... Publicación: 30/06/2026 - Salario: ---------- Oferta destacada Estamos buscando Vendedor Ubicación: Quito | Provincia : Pichincha 📢 ¡Estamos buscando Vendedor(a)! ¿Te apasionan las ventas y el trato con clientes? En CTS-SOLUTIONS ECUADOR S.A.S queremos sumar a nuestro equipo una persona proactiva,... Publicación: 26/06/2026 - Salario: ---------- Oferta destacada Asistente de Cobranzas y Control de Cartera Ubicación: Guayaquil | Provincia : Guayas Requisitos: • Egresado o estudios superiores culminados en Contabilidad y Auditoría, Administración de Empresas o carreras afines. • Experiencia mínima de 2 años en posiciones... Publicación: 30/06/2026 - Salario: 600 - 700 Un Mejor Empleo® La Guía de Empleos de Ecuador - Bolsa de Trabajo Para información sobre como aplicar a ofertas de empleo escríbanos a candidatos@unmejorempleo.com Para información a empresas escríbanos a empresas@unmejorempleo.com Candidatos Regístrate Ingresa a tu cuenta Reestablecer clave Búsquedas frecuentes Búsquedas por Provincia Buscar empleo Términos de uso Política de privacidad Empresas Regístrese Ingrese a su cuenta Recordar clave Normas de publicación ¿Necesita ayuda? Contáctenos Preguntas frecuentes ¿Quiénes somos? Información de interés Derechos Reservados ® 2007 - 2026 Facebook Twitter",30/06/2026,Tiempo Completo,"OPORTUNIDAD LABORAL!! Empresa de tecnología busca DESARROLLADORES DE SOFTWARE, para la ciudad de Guayaquil. Propósito del cargo: Desarrollar y brindar soluciones, mantenimiento a sistemas nuevos y existentes. REQUISITOS: Perfil requerido * Ingenieros en Sistemas. * Buena comunicación * Proactivo al trabajo en equipo * Disposición a proponer y generar soluciones * Idioma Ingles hablado y escrito intermedio (deseable) Experiencia * Programador / Desarrollador con al menos 3 años realizando desarrollos de sistemas en lenguaje php para backend y experiencia demostrable en el uso del framework Laravel, así como en tecnologías de frontend: HTML, CSS y Javascript. * Trabajos de integración y uso de APIs/Web services Conocimientos técnicos * PHP -> nivel intermedio / avanzado * Laravel -> nivel intermedio / avanzado * MySQL -> nivel intermedio / avanzado * REDIS -> nivel intermedio / avanzado * NodeJS -> nivel intermedio * Javascript/jQuery/React/Vue.js -> nivel intermedio / avanzado * Integraciones basadas en APIs Rest * Manejo de software de control de versiones -> (GIT) * Experiencia trabajando con infraestructura en la nube -> (Deseable) * Experiencia en DevOps -> (Deseable) Personas interesadas enviar su CV / Curriculum en inglés y/o español",https://www.unmejorempleo.com.ec/empleo-en_guayas_desarrolladores_de_software-4490591.html,unmejorempleo,2026-06-30,800.0,Frontend,desarrolladores de software||guayaquil|unmejorempleo
Desarrollador de Software,,Guayaquil,"USD 700 + Esquema Comisional y beneficios de ley Oferta destacada COORDINADOR COMERCIAL Ubicación: Guayaquil | Provincia: Guayas 🚀 ¡Estamos contratando! | Coordinador Comercial ¿Te apasiona la gestión comercial, el análisis de información y la coordinación de procesos administrativos y financieros? Esta puede... Publicación: 16/06/2026 - Salario: ---------- Oferta destacada Asistente de Selección y Reclutamiento Ubicación: Duran | Provincia: Guayas Perfil requerido: •Estudiante de últimos años en administración de empresas, Psicología Organizacional, Ingeniería en RRHH o afines • Experiencia mínima de 2 años en cargos... Publicación: 11/06/2026 - Salario: ---------- Empleos Destacados RECEPCIONISTA. VENDEDOR LINEA HOSPITALARIA Asistente de Cobranzas y Control de Cartera Conductor con LICENCIA TIPO E Coordinador Administrativo y Compras Top Provincias Empleos Azuay Empleos Chimborazo Empleos Guayas Empleos Pichincha Empleos Tungurahua Top Búsquedas Empleos sin experiencia Empleos medio tiempo Empleos asistente Empleos ventas Empleos call center Enlaces de Interés Buscar Empleos Recibir Empleos en Tu Email Términos de Uso Denunciar oferta de empleo OFERTAS DE EMPLEO DESTACADAS Oferta destacada Administrador de Supermercado (Quito) Ubicación: Quito - Centro Norte De La Ciudad | Provincia : Pichincha 🛒 ¡Lidera la Excelencia Operativa en el Sector Retail! – Administrador de Supermercado (Quito) ¿Eres un experto en la gestión integral de retail, apasionado por... Publicación: 30/06/2026 - Salario: ---------- Oferta destacada RECEPCIONISTA. Ubicación: Escobedo 837 Y Junin | Provincia : Guayas Atencion al cliente, en recepcion y entrega de equipos electronicos. Manejo de publicaciones y videos en redes sociales del giro del negocio. demas tareas propias... Publicación: 01/07/2026 - Salario: ---------- Oferta destacada VENDEDOR LINEA HOSPITALARIA Ubicación: Guayaquil | Provincia : Guayas Empresa en expansión de servicios de Alimentación Nutricional para pacientes en Hospitalización, requiere contratar los servicios de persona proactiva, dinámica con facilidad de palabra y... Publicación: 30/06/2026 - Salario: ---------- Oferta destacada Estamos buscando Vendedor Ubicación: Quito | Provincia : Pichincha 📢 ¡Estamos buscando Vendedor(a)! ¿Te apasionan las ventas y el trato con clientes? En CTS-SOLUTIONS ECUADOR S.A.S queremos sumar a nuestro equipo una persona proactiva,... Publicación: 26/06/2026 - Salario: ---------- Oferta destacada Asistente de Cobranzas y Control de Cartera Ubicación: Guayaquil | Provincia : Guayas Requisitos: • Egresado o estudios superiores culminados en Contabilidad y Auditoría, Administración de Empresas o carreras afines. • Experiencia mínima de 2 años en posiciones... Publicación: 30/06/2026 - Salario: 600 - 700 Un Mejor Empleo® La Guía de Empleos de Ecuador - Bolsa de Trabajo Para información sobre como aplicar a ofertas de empleo escríbanos a candidatos@unmejorempleo.com Para información a empresas escríbanos a empresas@unmejorempleo.com Candidatos Regístrate Ingresa a tu cuenta Reestablecer clave Búsquedas frecuentes Búsquedas por Provincia Buscar empleo Términos de uso Política de privacidad Empresas Regístrese Ingrese a su cuenta Recordar clave Normas de publicación ¿Necesita ayuda? Contáctenos Preguntas frecuentes ¿Quiénes somos? Información de interés Derechos Reservados ® 2007 - 2026 Facebook Twitter",13/06/2026,Tiempo Completo,"Debe tener: - Experiencia mínima de 3 años en el desarrollo y publicación de aplicaciones. - Experiencia mínima de 5 años en desarrollo de software Conocimientos en: - SQL MS - Nest JE - Angular 15 - Post Gres SQL Habilidades y cualidades: - Ingeniería en Desarrollo de Software o un campo relacionado, o experiencia equivalente. - Motivado y capacidad para trabajar bajo presión de forma independiente y eficiente. - -Excelente gestión, multitarea y organización. - -Excelente resolución de problemas y habilidades de comunicación. - -Demostradas sólidas habilidades de desarrollo de aplicaciones para usuarios.",https://www.unmejorempleo.com.ec/empleo-en_guayas_desarrollador_de_software-5367479.html,unmejorempleo,2026-06-13,358.0,Frontend,desarrollador de software||guayaquil|unmejorempleo
Desarrollador PHP - Remoto,,Guayaquil,"800 Oferta destacada Programa Jóvenes Talentos Comerciales Ubicación: Guayaquil | Provincia: Guayas Estamos buscando jóvenes con actitud comercial, ganas de aprender y proyección de crecimiento para integrarse a nuestro Programa de Jóvenes Talentos Comerciales. Iniciarás como pasante... Publicación: 10/06/2026 - Salario: ---------- Oferta destacada Coordinador de Asuntos Regulatorios Ubicación: Guayaquil | Provincia: Guayas En FOMAT Medical Research buscamos incorporar a nuestro equipo un(a) Coordinador(a) de Asuntos Regulatorios, si eres un profesional apasionado por el cumplimiento normativo, organizado y... Publicación: 13/06/2026 - Salario: ---------- Empleos Destacados RECEPCIONISTA. VENDEDOR LINEA HOSPITALARIA Asistente de Cobranzas y Control de Cartera Conductor con LICENCIA TIPO E Coordinador Administrativo y Compras Top Provincias Empleos Azuay Empleos Chimborazo Empleos Guayas Empleos Pichincha Empleos Tungurahua Top Búsquedas Empleos sin experiencia Empleos medio tiempo Empleos asistente Empleos ventas Empleos call center Enlaces de Interés Buscar Empleos Recibir Empleos en Tu Email Términos de Uso Denunciar oferta de empleo OFERTAS DE EMPLEO DESTACADAS Oferta destacada Administrador de Supermercado (Quito) Ubicación: Quito - Centro Norte De La Ciudad | Provincia : Pichincha 🛒 ¡Lidera la Excelencia Operativa en el Sector Retail! – Administrador de Supermercado (Quito) ¿Eres un experto en la gestión integral de retail, apasionado por... Publicación: 30/06/2026 - Salario: ---------- Oferta destacada RECEPCIONISTA. Ubicación: Escobedo 837 Y Junin | Provincia : Guayas Atencion al cliente, en recepcion y entrega de equipos electronicos. Manejo de publicaciones y videos en redes sociales del giro del negocio. demas tareas propias... Publicación: 01/07/2026 - Salario: ---------- Oferta destacada VENDEDOR LINEA HOSPITALARIA Ubicación: Guayaquil | Provincia : Guayas Empresa en expansión de servicios de Alimentación Nutricional para pacientes en Hospitalización, requiere contratar los servicios de persona proactiva, dinámica con facilidad de palabra y... Publicación: 30/06/2026 - Salario: ---------- Oferta destacada Estamos buscando Vendedor Ubicación: Quito | Provincia : Pichincha 📢 ¡Estamos buscando Vendedor(a)! ¿Te apasionan las ventas y el trato con clientes? En CTS-SOLUTIONS ECUADOR S.A.S queremos sumar a nuestro equipo una persona proactiva,... Publicación: 26/06/2026 - Salario: ---------- Oferta destacada Asistente de Cobranzas y Control de Cartera Ubicación: Guayaquil | Provincia : Guayas Requisitos: • Egresado o estudios superiores culminados en Contabilidad y Auditoría, Administración de Empresas o carreras afines. • Experiencia mínima de 2 años en posiciones... Publicación: 30/06/2026 - Salario: 600 - 700 Un Mejor Empleo® La Guía de Empleos de Ecuador - Bolsa de Trabajo Para información sobre como aplicar a ofertas de empleo escríbanos a candidatos@unmejorempleo.com Para información a empresas escríbanos a empresas@unmejorempleo.com Candidatos Regístrate Ingresa a tu cuenta Reestablecer clave Búsquedas frecuentes Búsquedas por Provincia Buscar empleo Términos de uso Política de privacidad Empresas Regístrese Ingrese a su cuenta Recordar clave Normas de publicación ¿Necesita ayuda? Contáctenos Preguntas frecuentes ¿Quiénes somos? Información de interés Derechos Reservados ® 2007 - 2026 Facebook Twitter",26/05/2026,Remoto,"Somos Sipecom S.A. con 20 años de experiencia en soluciones de software, se ha abierto una NUEVA VACANTE con modalidad REMOTA, nos encontramos actualmente en la búsqueda de un Desarrollador Semi Senior con bases sólidas de conocimientos en PHP con Laravel para TRABAJO INMEDIATO. Si quieres crecer profesionalmente y crees que encajas en este perfil, estaremos gustosos de conocerte. Modalidad: Teletrabajo Idioma: Español Formación: Ing/ Lic en sistemas o afines. Experiencia mínima requerida: 3 años Horario de trabajo: 8 horas diarias (UTC-05:00) Bogotá, Lima, Quito, Río Branco Tiempo del proyecto: 6 meses Conocimientos: PHP (Laravel) SQL, Mongo DB Frontend (Vue js, React js o angular) Docker + Kubernets Git AWS o AZURE JQuery / Bootstrap Competencias: Comunicación asertiva Compromiso Responsabilidad Puedes postularte a: xxxxxxxxxx@xxxxxxx.xxx o escribirnos directamente. ¡Esperamos contar contigo en este proceso de selección!",https://www.unmejorempleo.com.ec/empleo-en_guayas_desarrollador_php_-_remoto-5506735.html,unmejorempleo,2026-05-26,405.0,Frontend,desarrollador php - remoto||guayaquil|unmejorempleo
