titulo_oferta,empresa,ciudad,salario_raw,fecha_raw,modalidad_raw,descripcion_raw,url_oferta,fuente,fecha_publicacion,salario_usd,categoria_rol,clave_deduplicacion,ciudad_limpia,provincia,pais,nombre_rol,modalidad,nombre_tecnologia,categoria_tecnologia,tipo_fuente,num_vacantes,experiencia_anios
"Asesor Comercial Quito ANDICALZADO S.A ¡ÚNETE A NUESTRO EQUIPO EN ANDICALZADO! CONVOCATORIA LABORAL: ASESOR COMERCIAL Para: Profesionales del Área Comercial y Ventas Tu Próximo Gran Reto Profesional En Andicalzado, líderes en la comercialización de calzado de alta calidad y distribuidores de las reconocidas Botas Westland,... Por Contrato Quito, Pichincha • 26/05/2026 $500,00 / Mensual",,Quito,"$500,00",26/05/2026,Por Contrato,"Asesor Comercial Quito ANDICALZADO S.A ¡ÚNETE A NUESTRO EQUIPO EN ANDICALZADO! CONVOCATORIA LABORAL: ASESOR COMERCIAL Para: Profesionales del Área Comercial y Ventas Tu Próximo Gran Reto Profesional En Andicalzado, líderes en la comercialización de calzado de alta calidad y distribuidores de las reconocidas Botas Westland,... Por Contrato Quito, Pichincha • 26/05/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3044625/asesor-comercial-quito-en-pichincha,trabajosdiarios,2026-05-26,500.0,QA / Testing,"asesor comercial quito andicalzado s.a ¡únete a nuestro equipo en andicalzado! convocatoria laboral: asesor comercial para: profesionales del área comercial y ventas tu próximo gran reto profesional en andicalzado, líderes en la comercialización de calzado de alta calidad y distribuidores de las reconocidas botas westland,... por contrato quito, pichincha • 26/05/2026 $500,00 / mensual||quito|trabajosdiarios",Quito,No especificado,Ecuador,"Asesor Comercial Quito Andicalzado S.A ¡Únete A Nuestro Equipo En Andicalzado! Convocatoria Laboral: Asesor Comercial Para: Profesionales Del Área Comercial Y Ventas Tu Próximo Gran Reto Profesional En Andicalzado, Líderes En La Comercialización De Calzado De Alta Calidad Y Distribuidores De Las Reconocidas Botas Westland,... Por Contrato Quito, Pichincha • 26/05/2026 $500,00 / Mensual",Presencial,No especificado,No especificado,Scraping,1,
"Asistente Contable NOVA MARKET NOMARKSA Descripción del puesto Nos encontramos en la búsqueda de un Asistente Contable altamente organizado y analítico, con sólidos conocimientos en procesos contables y financieros. El candidato ideal deberá garantizar el adecuado registro y control de operaciones contables, asegurando el cumplimiento... Por Contrato Guayaquil, Guayas • 18/05/2026 $482,00 / Mensual",,Guayaquil,"$482,00",18/05/2026,Por Contrato,"Asistente Contable NOVA MARKET NOMARKSA Descripción del puesto Nos encontramos en la búsqueda de un Asistente Contable altamente organizado y analítico, con sólidos conocimientos en procesos contables y financieros. El candidato ideal deberá garantizar el adecuado registro y control de operaciones contables, asegurando el cumplimiento... Por Contrato Guayaquil, Guayas • 18/05/2026 $482,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3040970/asistente-contable-en-guayas,trabajosdiarios,2026-05-18,482.0,Otros,"asistente contable nova market nomarksa descripción del puesto nos encontramos en la búsqueda de un asistente contable altamente organizado y analítico, con sólidos conocimientos en procesos contables y financieros. el candidato ideal deberá garantizar el adecuado registro y control de operaciones contables, asegurando el cumplimiento... por contrato guayaquil, guayas • 18/05/2026 $482,00 / mensual||guayaquil|trabajosdiarios",Guayaquil,No especificado,Ecuador,"Asistente Contable Nova Market Nomarksa Descripción Del Puesto Nos Encontramos En La Búsqueda De Un Asistente Contable Altamente Organizado Y Analítico, Con Sólidos Conocimientos En Procesos Contables Y Financieros. El Candidato Ideal Deberá Garantizar El Adecuado Registro Y Control De Operaciones Contables, Asegurando El Cumplimiento... Por Contrato Guayaquil, Guayas • 18/05/2026 $482,00 / Mensual",Presencial,No especificado,No especificado,Scraping,1,
"Asistente Contable/Sector El Recreo NOVA MARKET NOMARKSA Descripción del puesto Nos encontramos en la búsqueda de un Asistente Contable altamente organizado y analítico, con sólidos conocimientos en procesos contables y financieros. El candidato ideal deberá garantizar el adecuado registro y control de operaciones contables, asegurando el cumplimiento... Tiempo Completo Quito, Pichincha • 18/05/2026 $500,00 / Mensual",,Quito,"$500,00",18/05/2026,Tiempo Completo,"Asistente Contable/Sector El Recreo NOVA MARKET NOMARKSA Descripción del puesto Nos encontramos en la búsqueda de un Asistente Contable altamente organizado y analítico, con sólidos conocimientos en procesos contables y financieros. El candidato ideal deberá garantizar el adecuado registro y control de operaciones contables, asegurando el cumplimiento... Tiempo Completo Quito, Pichincha • 18/05/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3022176/asistente-contablesector-el-recreo-en-pichincha,trabajosdiarios,2026-05-18,500.0,Otros,"asistente contable/sector el recreo nova market nomarksa descripción del puesto nos encontramos en la búsqueda de un asistente contable altamente organizado y analítico, con sólidos conocimientos en procesos contables y financieros. el candidato ideal deberá garantizar el adecuado registro y control de operaciones contables, asegurando el cumplimiento... tiempo completo quito, pichincha • 18/05/2026 $500,00 / mensual||quito|trabajosdiarios",Quito,No especificado,Ecuador,"Asistente Contable/Sector El Recreo Nova Market Nomarksa Descripción Del Puesto Nos Encontramos En La Búsqueda De Un Asistente Contable Altamente Organizado Y Analítico, Con Sólidos Conocimientos En Procesos Contables Y Financieros. El Candidato Ideal Deberá Garantizar El Adecuado Registro Y Control De Operaciones Contables, Asegurando El Cumplimiento... Tiempo Completo Quito, Pichincha • 18/05/2026 $500,00 / Mensual",Presencial,No especificado,No especificado,Scraping,1,
"Programador de software y soporte técnico Fisoluciones Estamos en búsqueda de un Programador de Software y Soporte Técnico para integrarse a nuestro equipo de Desarrollo de Negocio y Tecnología Informática. La persona seleccionada será responsable de apoyar en el desarrollo, parametrización y soporte técnico de los sistemas... Tiempo Completo Quito, Pichincha • 14/05/2026 $900,00 / Mensual",,Quito,"$900,00",14/05/2026,Tiempo Completo,"Programador de software y soporte técnico Fisoluciones Estamos en búsqueda de un Programador de Software y Soporte Técnico para integrarse a nuestro equipo de Desarrollo de Negocio y Tecnología Informática. La persona seleccionada será responsable de apoyar en el desarrollo, parametrización y soporte técnico de los sistemas... Tiempo Completo Quito, Pichincha • 14/05/2026 $900,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3039953/programador-de-software-y-soporte-tecnico-en-pichincha,trabajosdiarios,2026-05-14,900.0,Soporte Técnico,"programador de software y soporte técnico fisoluciones estamos en búsqueda de un programador de software y soporte técnico para integrarse a nuestro equipo de desarrollo de negocio y tecnología informática. la persona seleccionada será responsable de apoyar en el desarrollo, parametrización y soporte técnico de los sistemas... tiempo completo quito, pichincha • 14/05/2026 $900,00 / mensual||quito|trabajosdiarios",Quito,No especificado,Ecuador,"Programador De Software Y Soporte Técnico Fisoluciones Estamos En Búsqueda De Un Programador De Software Y Soporte Técnico Para Integrarse A Nuestro Equipo De Desarrollo De Negocio Y Tecnología Informática. La Persona Seleccionada Será Responsable De Apoyar En El Desarrollo, Parametrización Y Soporte Técnico De Los Sistemas... Tiempo Completo Quito, Pichincha • 14/05/2026 $900,00 / Mensual",Presencial,No especificado,No especificado,Scraping,1,
"Practicante de Edición de Video Nebbit SAS ¿Te apasiona editar videos y crear contenido visual que conecte con las personas? En Nebbit SAS estamos en búsqueda de un Practi­cante de Edición de Video para apoyar al departamento de marketing en la producción de piezas audiovisuales para redes... Prácticas / Becario Sin experiencia Quito, Pichincha • 11/05/2026",,Quito,,11/05/2026,Prácticas,"Practicante de Edición de Video Nebbit SAS ¿Te apasiona editar videos y crear contenido visual que conecte con las personas? En Nebbit SAS estamos en búsqueda de un Practi­cante de Edición de Video para apoyar al departamento de marketing en la producción de piezas audiovisuales para redes... Prácticas / Becario Sin experiencia Quito, Pichincha • 11/05/2026",https://ec.trabajosdiarios.com/trabajo/3037431/practicante-de-edicion-de-video-en-pichincha,trabajosdiarios,2026-05-11,,Data / BI,"practicante de edición de video nebbit sas ¿te apasiona editar videos y crear contenido visual que conecte con las personas? en nebbit sas estamos en búsqueda de un practi­cante de edición de video para apoyar al departamento de marketing en la producción de piezas audiovisuales para redes... prácticas / becario sin experiencia quito, pichincha • 11/05/2026||quito|trabajosdiarios",Quito,No especificado,Ecuador,"Practicante De Edición De Video Nebbit Sas ¿Te Apasiona Editar Videos Y Crear Contenido Visual Que Conecte Con Las Personas? En Nebbit Sas Estamos En Búsqueda De Un Practi­Cante De Edición De Video Para Apoyar Al Departamento De Marketing En La Producción De Piezas Audiovisuales Para Redes... Prácticas / Becario Sin Experiencia Quito, Pichincha • 11/05/2026",No especificado,No especificado,No especificado,Scraping,1,
"Soporte técnico y seguimiento de clientes Implementación sistemas Gk-innova Se requiere una persona proactiva, que tenga disponibilidad de viajar, que sepa desarrollo en software conocimiento en php, java, javascript base de datos postgresql, con conocimiento de software administrativo, financiero o afin, que viva por el sur recomendable, apoyo para... Tiempo Completo Ciudad de Esmeraldas, Esmeraldas • 10/05/2026 $550,00 / Mensual",,Esmeraldas,"$550,00",10/05/2026,Tiempo Completo,"Soporte técnico y seguimiento de clientes Implementación sistemas Gk-innova Se requiere una persona proactiva, que tenga disponibilidad de viajar, que sepa desarrollo en software conocimiento en php, java, javascript base de datos postgresql, con conocimiento de software administrativo, financiero o afin, que viva por el sur recomendable, apoyo para... Tiempo Completo Ciudad de Esmeraldas, Esmeraldas • 10/05/2026 $550,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3037669/soporte-tecnico-y-seguimiento-de-clientes-implementacion-sistemas-en-esmeraldas,trabajosdiarios,2026-05-10,550.0,Data / BI,"soporte técnico y seguimiento de clientes implementación sistemas gk-innova se requiere una persona proactiva, que tenga disponibilidad de viajar, que sepa desarrollo en software conocimiento en php, java, javascript base de datos postgresql, con conocimiento de software administrativo, financiero o afin, que viva por el sur recomendable, apoyo para... tiempo completo ciudad de esmeraldas, esmeraldas • 10/05/2026 $550,00 / mensual||esmeraldas|trabajosdiarios",Esmeraldas,No especificado,Ecuador,"Soporte Técnico Y Seguimiento De Clientes Implementación Sistemas Gk-Innova Se Requiere Una Persona Proactiva, Que Tenga Disponibilidad De Viajar, Que Sepa Desarrollo En Software Conocimiento En Php, Java, Javascript Base De Datos Postgresql, Con Conocimiento De Software Administrativo, Financiero O Afin, Que Viva Por El Sur Recomendable, Apoyo Para... Tiempo Completo Ciudad De Esmeraldas, Esmeraldas • 10/05/2026 $550,00 / Mensual",Presencial,JavaScript,Lenguaje,Scraping,1,
"Auxiliar de soporte técnico Fisoluciones Actividades: -Revisión de actividades de equipo técnico. -Soporte técnico -Coordinación técnica de cuadrillas para instalaciones y mantenimientos. -Control de tickets. Requisitos: -Tecnología o estudios universitarios en Sistemas, Redes, Telecomunicaciones o carreras afines. -Experiencia mínima de 1 año en soporte técnico.... Tiempo Completo Quito, Pichincha • 08/05/2026 $500,00 / Mensual",,Quito,"$500,00",08/05/2026,Tiempo Completo,"Auxiliar de soporte técnico Fisoluciones Actividades: -Revisión de actividades de equipo técnico. -Soporte técnico -Coordinación técnica de cuadrillas para instalaciones y mantenimientos. -Control de tickets. Requisitos: -Tecnología o estudios universitarios en Sistemas, Redes, Telecomunicaciones o carreras afines. -Experiencia mínima de 1 año en soporte técnico.... Tiempo Completo Quito, Pichincha • 08/05/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3037141/auxiliar-de-soporte-tecnico-en-pichincha,trabajosdiarios,2026-05-08,500.0,Soporte Técnico,"auxiliar de soporte técnico fisoluciones actividades: -revisión de actividades de equipo técnico. -soporte técnico -coordinación técnica de cuadrillas para instalaciones y mantenimientos. -control de tickets. requisitos: -tecnología o estudios universitarios en sistemas, redes, telecomunicaciones o carreras afines. -experiencia mínima de 1 año en soporte técnico.... tiempo completo quito, pichincha • 08/05/2026 $500,00 / mensual||quito|trabajosdiarios",Quito,No especificado,Ecuador,"Auxiliar De Soporte Técnico Fisoluciones Actividades: -Revisión De Actividades De Equipo Técnico. -Soporte Técnico -Coordinación Técnica De Cuadrillas Para Instalaciones Y Mantenimientos. -Control De Tickets. Requisitos: -Tecnología O Estudios Universitarios En Sistemas, Redes, Telecomunicaciones O Carreras Afines. -Experiencia Mínima De 1 Año En Soporte Técnico.... Tiempo Completo Quito, Pichincha • 08/05/2026 $500,00 / Mensual",Presencial,No especificado,No especificado,Scraping,1,1.0
"AAA - Especialista en Proyectos Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Orellana • 04/05/2026",,Ecuador,,04/05/2026,Por Contrato,"AAA - Especialista en Proyectos Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Orellana • 04/05/2026",https://ec.trabajosdiarios.com/trabajo/3034802/aaa-especialista-en-proyectos-unity-en-orellana,trabajosdiarios,2026-05-04,,Otros,"aaa - especialista en proyectos unity centro de ayuda académica profesional convocatoria nacional – redactor académico - lengua y literatura caap – centro de ayuda académica profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... por contrato ecuador, orellana • 04/05/2026||ecuador|trabajosdiarios",Ecuador,No especificado,Ecuador,"Aaa - Especialista En Proyectos Unity Centro De Ayuda Académica Profesional Convocatoria Nacional – Redactor Académico - Lengua Y Literatura Caap – Centro De Ayuda Académica Profesional, Empresa Líder En El Desarrollo Y Acompañamiento De Proyectos De Investigación Académica En Latinoamérica, Continúa Fortaleciendo Su Equipo De Profesionales Altamente Capacitados Y Comprometidos... Por Contrato Ecuador, Orellana • 04/05/2026",Presencial,No especificado,No especificado,Scraping,1,
"AAA - Redactor Científico Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Napo • 04/05/2026",,Ecuador,,04/05/2026,Por Contrato,"AAA - Redactor Científico Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Napo • 04/05/2026",https://ec.trabajosdiarios.com/trabajo/3034799/aaa-redactor-cientifico-unity-en-napo,trabajosdiarios,2026-05-04,,Otros,"aaa - redactor científico unity centro de ayuda académica profesional convocatoria nacional – redactor académico - lengua y literatura caap – centro de ayuda académica profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... por contrato ecuador, napo • 04/05/2026||ecuador|trabajosdiarios",Ecuador,No especificado,Ecuador,"Aaa - Redactor Científico Unity Centro De Ayuda Académica Profesional Convocatoria Nacional – Redactor Académico - Lengua Y Literatura Caap – Centro De Ayuda Académica Profesional, Empresa Líder En El Desarrollo Y Acompañamiento De Proyectos De Investigación Académica En Latinoamérica, Continúa Fortaleciendo Su Equipo De Profesionales Altamente Capacitados Y Comprometidos... Por Contrato Ecuador, Napo • 04/05/2026",Presencial,No especificado,No especificado,Scraping,1,
"CAAP - Lengua y Literatura con Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Morona Santiago • 04/05/2026",,Ecuador,,04/05/2026,Por Contrato,"CAAP - Lengua y Literatura con Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Morona Santiago • 04/05/2026",https://ec.trabajosdiarios.com/trabajo/3034796/caap-lengua-y-literatura-con-unity-en-morona-santiago,trabajosdiarios,2026-05-04,,Otros,"caap - lengua y literatura con unity centro de ayuda académica profesional convocatoria nacional – redactor académico - lengua y literatura caap – centro de ayuda académica profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... por contrato ecuador, morona santiago • 04/05/2026||ecuador|trabajosdiarios",Ecuador,No especificado,Ecuador,"Caap - Lengua Y Literatura Con Unity Centro De Ayuda Académica Profesional Convocatoria Nacional – Redactor Académico - Lengua Y Literatura Caap – Centro De Ayuda Académica Profesional, Empresa Líder En El Desarrollo Y Acompañamiento De Proyectos De Investigación Académica En Latinoamérica, Continúa Fortaleciendo Su Equipo De Profesionales Altamente Capacitados Y Comprometidos... Por Contrato Ecuador, Morona Santiago • 04/05/2026",Presencial,No especificado,No especificado,Scraping,1,
"CAAP - Desarrollo Académico Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Manabí • 04/05/2026",,Ecuador,,04/05/2026,Por Contrato,"CAAP - Desarrollo Académico Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Manabí • 04/05/2026",https://ec.trabajosdiarios.com/trabajo/3034794/caap-desarrollo-academico-unity-en-manabi,trabajosdiarios,2026-05-04,,Otros,"caap - desarrollo académico unity centro de ayuda académica profesional convocatoria nacional – redactor académico - lengua y literatura caap – centro de ayuda académica profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... por contrato ecuador, manabí • 04/05/2026||ecuador|trabajosdiarios",Ecuador,No especificado,Ecuador,"Caap - Desarrollo Académico Unity Centro De Ayuda Académica Profesional Convocatoria Nacional – Redactor Académico - Lengua Y Literatura Caap – Centro De Ayuda Académica Profesional, Empresa Líder En El Desarrollo Y Acompañamiento De Proyectos De Investigación Académica En Latinoamérica, Continúa Fortaleciendo Su Equipo De Profesionales Altamente Capacitados Y Comprometidos... Por Contrato Ecuador, Manabí • 04/05/2026",Presencial,No especificado,No especificado,Scraping,1,
"Asistente Contable / Dpto. Financiero (Femenino) CONNETWORKS SA Empresa de Telecomunicaciones busca Asistente Contable Mujer para fortalecer su equipo financiero Requisitos: - Título en contabilidad o carrera afín. - Experiencia mínima de 1 año en contabilidad. - Manejo de facturación electrónica, retenciones y registros contables. - Conocimientos en... Tiempo Completo Guayaquil, Guayas • 29/06/2026",,Guayaquil,,29/06/2026,Tiempo Completo,"Asistente Contable / Dpto. Financiero (Femenino) CONNETWORKS SA Empresa de Telecomunicaciones busca Asistente Contable Mujer para fortalecer su equipo financiero Requisitos: - Título en contabilidad o carrera afín. - Experiencia mínima de 1 año en contabilidad. - Manejo de facturación electrónica, retenciones y registros contables. - Conocimientos en... Tiempo Completo Guayaquil, Guayas • 29/06/2026",https://ec.trabajosdiarios.com/trabajo/3058070/asistente-contable-dpto-financiero-femenino-en-guayas,trabajosdiarios,2026-06-29,,Data / BI,"asistente contable / dpto. financiero (femenino) connetworks sa empresa de telecomunicaciones busca asistente contable mujer para fortalecer su equipo financiero requisitos: - título en contabilidad o carrera afín. - experiencia mínima de 1 año en contabilidad. - manejo de facturación electrónica, retenciones y registros contables. - conocimientos en... tiempo completo guayaquil, guayas • 29/06/2026||guayaquil|trabajosdiarios",Guayaquil,No especificado,Ecuador,"Asistente Contable / Dpto. Financiero (Femenino) Connetworks Sa Empresa De Telecomunicaciones Busca Asistente Contable Mujer Para Fortalecer Su Equipo Financiero Requisitos: - Título En Contabilidad O Carrera Afín. - Experiencia Mínima De 1 Año En Contabilidad. - Manejo De Facturación Electrónica, Retenciones Y Registros Contables. - Conocimientos En... Tiempo Completo Guayaquil, Guayas • 29/06/2026",Presencial,No especificado,No especificado,Scraping,1,1.0
"Ejecutivo Call Center con o sin experiencia SOCACE S.A. Compañía enfocada en la distribución y promoción de servicios, se encuentra contratando EJECUTIVO CALL CENTER, encargados de brindar atención telefónica, resolver dudas básicas, canalizar solicitudes y ofrecer un servicio cordial y eficiente. Horario laboral: • Lunes a viernes: 10:00 a... Tiempo Completo Sin experiencia GUAYAQUIL, Guayas • 26/06/2026 $500,00 / Mensual",,GUAYAQUIL,"$500,00",26/06/2026,Tiempo Completo,"Ejecutivo Call Center con o sin experiencia SOCACE S.A. Compañía enfocada en la distribución y promoción de servicios, se encuentra contratando EJECUTIVO CALL CENTER, encargados de brindar atención telefónica, resolver dudas básicas, canalizar solicitudes y ofrecer un servicio cordial y eficiente. Horario laboral: • Lunes a viernes: 10:00 a... Tiempo Completo Sin experiencia GUAYAQUIL, Guayas • 26/06/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3057620/ejecutivo-call-center-con-o-sin-experiencia-en-guayas,trabajosdiarios,2026-06-26,500.0,Otros,"ejecutivo call center con o sin experiencia socace s.a. compañía enfocada en la distribución y promoción de servicios, se encuentra contratando ejecutivo call center, encargados de brindar atención telefónica, resolver dudas básicas, canalizar solicitudes y ofrecer un servicio cordial y eficiente. horario laboral: • lunes a viernes: 10:00 a... tiempo completo sin experiencia guayaquil, guayas • 26/06/2026 $500,00 / mensual||guayaquil|trabajosdiarios",Guayaquil,No especificado,Ecuador,"Ejecutivo Call Center Con O Sin Experiencia Socace S.A. Compañía Enfocada En La Distribución Y Promoción De Servicios, Se Encuentra Contratando Ejecutivo Call Center, Encargados De Brindar Atención Telefónica, Resolver Dudas Básicas, Canalizar Solicitudes Y Ofrecer Un Servicio Cordial Y Eficiente. Horario Laboral: • Lunes A Viernes: 10:00 A... Tiempo Completo Sin Experiencia Guayaquil, Guayas • 26/06/2026 $500,00 / Mensual",Presencial,No especificado,No especificado,Scraping,1,
"Programador Semi Senior con conocimiento en IA ALOHA ECUADOR Programador Semi Senior con conocimientos en Inteligencia Artificial Nos encontramos en la búsqueda de un Programador Semi Senior con conocimientos en Inteligencia Artificial, orientado al desarrollo de soluciones tecnológicas eficientes, escalables e innovadoras. La persona seleccionada será responsable de diseñar,... Por Contrato Quito, Pichincha • 26/06/2026",,ECUADOR,,26/06/2026,Por Contrato,"Programador Semi Senior con conocimiento en IA ALOHA ECUADOR Programador Semi Senior con conocimientos en Inteligencia Artificial Nos encontramos en la búsqueda de un Programador Semi Senior con conocimientos en Inteligencia Artificial, orientado al desarrollo de soluciones tecnológicas eficientes, escalables e innovadoras. La persona seleccionada será responsable de diseñar,... Por Contrato Quito, Pichincha • 26/06/2026",https://ec.trabajosdiarios.com/trabajo/3053646/programador-semi-senior-con-conocimiento-en-ia-en-pichincha,trabajosdiarios,2026-06-26,,Desarrollo de Software,"programador semi senior con conocimiento en ia aloha ecuador programador semi senior con conocimientos en inteligencia artificial nos encontramos en la búsqueda de un programador semi senior con conocimientos en inteligencia artificial, orientado al desarrollo de soluciones tecnológicas eficientes, escalables e innovadoras. la persona seleccionada será responsable de diseñar,... por contrato quito, pichincha • 26/06/2026||ecuador|trabajosdiarios",Ecuador,No especificado,Ecuador,"Programador Semi Senior Con Conocimiento En Ia Aloha Ecuador Programador Semi Senior Con Conocimientos En Inteligencia Artificial Nos Encontramos En La Búsqueda De Un Programador Semi Senior Con Conocimientos En Inteligencia Artificial, Orientado Al Desarrollo De Soluciones Tecnológicas Eficientes, Escalables E Innovadoras. La Persona Seleccionada Será Responsable De Diseñar,... Por Contrato Quito, Pichincha • 26/06/2026",Presencial,No especificado,No especificado,Scraping,1,
"Técnico de Servicios Motores y Generadores SVF ECUADOR SA Empresa Multinacional dedicada a la distribución de motores de combustión interna en todas sus aplicaciones, venta de maquinaria pesada y afines busca: Técnico Mecánico de Motores para la ciudad de GUAYAQUIL Requisitos: • Bachiller técnico o tecnólogo en mecánica industrial,... Tiempo Completo Guayaquil, Guayas • 24/06/2026",,ECUADOR,,24/06/2026,Tiempo Completo,"Técnico de Servicios Motores y Generadores SVF ECUADOR SA Empresa Multinacional dedicada a la distribución de motores de combustión interna en todas sus aplicaciones, venta de maquinaria pesada y afines busca: Técnico Mecánico de Motores para la ciudad de GUAYAQUIL Requisitos: • Bachiller técnico o tecnólogo en mecánica industrial,... Tiempo Completo Guayaquil, Guayas • 24/06/2026",https://ec.trabajosdiarios.com/trabajo/3056615/tecnico-de-servicios-motores-y-generadores-en-guayas,trabajosdiarios,2026-06-24,,Soporte Técnico,"técnico de servicios motores y generadores svf ecuador sa empresa multinacional dedicada a la distribución de motores de combustión interna en todas sus aplicaciones, venta de maquinaria pesada y afines busca: técnico mecánico de motores para la ciudad de guayaquil requisitos: • bachiller técnico o tecnólogo en mecánica industrial,... tiempo completo guayaquil, guayas • 24/06/2026||ecuador|trabajosdiarios",Ecuador,No especificado,Ecuador,"Técnico De Servicios Motores Y Generadores Svf Ecuador Sa Empresa Multinacional Dedicada A La Distribución De Motores De Combustión Interna En Todas Sus Aplicaciones, Venta De Maquinaria Pesada Y Afines Busca: Técnico Mecánico De Motores Para La Ciudad De Guayaquil Requisitos: • Bachiller Técnico O Tecnólogo En Mecánica Industrial,... Tiempo Completo Guayaquil, Guayas • 24/06/2026",Presencial,No especificado,No especificado,Scraping,1,
